235	16	8
236	17	9
237	16	9
238	17	10
239	16	10
240	16	10
241	14	9
242	15	10
243	17	10
244	17	10
245	15	10
246	15	10
247	15	10
248	14	9
249	15	9
250	19	10
251	17	10
252	16	9
253	15	9
254	16	10
255	18	10
256	17	10
257	17	10
258	20	11
259	18	11
260	19	11
261	21	12
262	23	12
263	22	11
264	20	11
265	18	11
266	18	11
267	19	10
268	23	11
269	21	11
270	19	10
271	17	11
272	19	11
273	17	10
274	18	10
275	19	11
276	20	12
277	20	11
278	21	12
279	22	12
280	23	12
281	22	11
282	21	10
283	21	10
284	22	11
285	24	11
286	23	11
287	17	10
288	21	10
289	19	10
290	20	9
291	19	9
292	17	9
293	18	9
294	16	8
295	16	8
296	15	8
297	15	8
298	15	8
299	14	8
300	17	8
301	17	9
302	16	9
303	15	9
304	19	10
305	17	10
306	18	10
307	15	10
308	16	10
309	13	9
310	16	10
311	17	11
312	20	12
313	22	13
314	20	12
315	18	11
316	19	11
317	18	10
318	20	10
319	20	10
320	17	10
321	19	10
322	20	10
323	21	9
324	19	9
325	20	10
326	23	11
327	20	11
328	20	11
329	20	11
330	20	10
331	22	10
332	23	11
333	21	11
334	22	11
335	21	10
336	18	9
337	20	10
338	21	10
339	19	9
340	21	9
341	17	9
342	21	10
343	18	10
344	19	10
345	19	10
346	20	11
347	20	11
348	21	11
349	21	11
350	24	11
351	22	11
352	22	11
353	24	12
354	23	12
355	24	12
356	23	12
357	22	12
358	23	12
359	23	12
360	23	12
361	24	13
362	24	13
363	23	14
364	22	13
365	23	13
366	24	13
367	25	13
368	24	13
369	25	13
370	25	12
371	25	12
372	24	12
373	23	12
374	21	11
375	20	11
376	19	11
377	21	11
378	20	10
379	19	10
380	18	9
381	17	9
382	17	9
383	18	9
384	18	9
385	16	9
386	17	10
387	20	11
388	18	10
389	16	10
390	14	9
391	13	8
392	14	8
393	13	8
394	15	8
395	16	8
396	14	8
397	15	9
398	18	10
399	20	11
400	18	10
401	16	9
402	16	9
403	18	10
404	19	11
405	21	12
406	19	11
407	21	12
408	18	11
409	18	11
410	18	11
411	18	11
412	20	11
413	19	11
414	20	11
415	20	12
416	21	12
417	19	11
418	16	10
419	18	10
420	17	10
421	15	9
422	15	9
423	15	9
424	15	9
425	17	10
426	19	11
427	21	12
428	20	11
429	17	10
430	20	11
431	20	11
432	19	10
433	17	9
434	18	10
435	21	11
436	21	10
437	20	9
438	21	9
439	19	8
440	19	8
441	19	8
442	18	8
443	15	7
444	15	7
445	18	8
446	15	7
447	17	8
448	14	7
449	14	7
450	15	7
451	17	8
452	18	9
453	18	8
454	18	8
455	20	9
456	20	10
457	18	9
458	18	9
459	18	9
460	18	9
461	18	9
462	19	9
463	19	9
464	19	9
465	18	9
466	18	9
467	19	10
468	19	10
469	17	9
470	17	9
471	17	9
472	17	9
473	17	9
474	18	10
475	16	10
476	18	11
477	22	12
478	20	11
479	20	11
480	21	11
481	21	11
482	18	10
483	16	9
484	15	8
485	14	8
486	17	9
487	17	9
488	18	10
489	16	9
490	16	9
491	16	9
492	14	8
493	16	9
494	15	8
495	16	8
496	17	9
497	18	9
498	20	9
499	20	9
500	22	10
501	24	11
502	21	11
503	20	10
504	20	10
505	19	10
506	21	11
507	23	12
508	22	11
509	19	11
510	19	11
511	19	11
512	18	10
513	21	11
514	21	11
515	21	11
516	22	11
517	22	12
518	21	11
519	22	11
520	20	10
521	20	10
522	22	11
523	21	11
524	23	12
525	25	12
526	22	11
527	24	11
528	25	12
529	24	12
530	23	11
531	24	12
532	26	13
533	28	13
534	27	13
535	29	13
536	30	14
537	28	13
538	28	14
539	27	14
540	27	14
541	27	14
542	26	14
543	25	13
544	24	13
545	22	12
546	23	12
547	21	11
548	22	12
549	22	13
550	26	14
551	25	13
552	23	13
553	21	12
554	23	12
555	21	12
556	21	12
557	21	12
558	21	12
559	21	12
560	22	12
561	22	13
562	20	12
563	18	11
564	20	11
565	17	10
566	19	11
567	19	11
568	19	11
569	20	12
570	18	11
571	19	11
572	20	11
573	23	12
574	23	13
575	24	12
576	24	12
577	24	12
578	26	13
579	25	12
580	24	12
581	25	12
582	24	12
583	22	11
584	22	11
585	24	12
586	21	11
587	21	11
588	20	10
589	21	11
590	18	10
591	19	10
592	19	10
593	21	11
594	21	11
595	23	12
596	24	13
597	25	13
598	26	13
599	24	12
600	24	12
601	22	11
602	21	11
603	21	11
604	19	10
605	21	11
606	23	11
607	21	10
608	21	10
609	21	10
610	21	10
611	19	9
612	18	9
613	17	8
614	17	8
615	18	8
616	19	9
617	19	9
618	17	8
619	18	9
620	20	10
621	20	10
622	20	10
623	22	11
624	21	11
625	22	11
626	21	11
627	19	10
628	20	11
629	20	11
630	20	11
631	20	11
632	21	12
633	23	13
634	23	13
635	24	12
636	23	11
637	23	11
638	22	11
639	24	12
640	24	12
641	21	12
642	19	11
643	21	12
644	22	11
645	24	12
646	26	13
647	24	12
648	22	11
649	20	10
650	20	10
651	18	10
652	17	10
653	17	9
654	17	8
655	15	7
656	16	8
657	16	8
658	16	8
659	16	8
660	17	8
661	18	9
662	19	10
663	18	9
664	21	10
665	22	11
666	23	11
667	23	11
668	24	11
669	26	12
670	25	12
671	23	11
672	21	10
673	22	11
674	22	11
675	24	12
676	22	11
677	22	11
678	20	10
679	20	10
680	20	10
681	20	10
682	19	9
683	17	8
684	17	8
685	18	9
686	18	9
687	17	8
688	17	8
689	14	7
690	14	7
691	12	6
692	11	5
693	9	4
694	9	4
695	11	5
696	11	5
697	13	6
698	15	7
699	17	8
700	15	7
701	17	8
702	19	9
703	21	10
704	19	9
705	20	10
706	20	10
707	19	10
708	17	9
709	17	9
710	17	9
711	17	9
712	19	10
713	20	10
714	17	9
715	18	9
716	17	9
717	19	10
718	21	11
719	21	11
720	19	10
721	17	9
722	17	9
723	16	8
724	18	9
725	16	9
726	17	9
727	19	10
728	18	9
729	17	9
730	17	9
731	15	8
732	13	7
733	13	7
734	11	6
735	13	6
736	11	5
737	9	4
738	8	3
739	6	2
740	4	1
