39	1	1
40	2	1
41	3	2
42	4	3
43	5	4
44	6	5
45	7	6
46	7	6
47	7	7
48	8	8
49	8	7
50	7	6
51	8	6
52	8	6
53	7	6
54	7	6
55	8	7
56	9	8
57	10	9
58	11	9
59	11	9
60	12	10
61	13	10
62	13	11
63	14	10
64	11	9
65	12	10
66	11	11
67	12	11
68	12	10
69	11	9
70	12	9
71	10	8
72	11	9
73	13	9
74	14	10
75	15	10
76	14	10
77	13	9
78	14	8
79	14	7
80	15	8
81	11	8
82	12	9
83	13	8
84	12	7
85	13	8
86	11	8
87	12	9
88	13	10
89	12	10
90	13	9
91	12	8
92	12	8
93	12	8
94	13	8
95	14	8
96	14	7
97	15	7
98	13	8
99	16	9
100	17	9
101	14	8
102	15	9
103	16	10
104	17	10
105	17	10
106	18	9
107	19	10
108	17	10
109	16	11
110	14	11
111	15	11
112	14	10
113	14	9
114	14	9
115	16	9
116	13	9
117	14	8
118	15	9
119	16	9
120	15	9
121	15	9
122	16	9
123	16	10
124	16	10
125	16	10
126	16	11
127	16	12
128	16	12
129	18	13
130	17	13
131	17	12
132	17	11
133	19	11
134	18	11
135	19	12
136	20	13
137	21	13
138	18	12
139	20	12
140	18	12
141	16	11
142	15	10
143	15	11
144	16	11
145	19	11
146	17	12
147	20	13
148	21	13
149	22	13
150	20	13
151	21	14
152	22	13
153	22	12
154	23	12
155	22	12
156	21	11
157	22	11
158	21	12
159	21	12
160	22	11
161	21	10
162	21	11
163	19	10
164	20	11
165	20	11
166	16	10
167	18	10
168	17	9
169	17	9
170	19	10
171	20	10
172	20	10
173	23	11
174	22	11
175	23	11
176	22	11
177	20	11
178	23	12
179	19	11
180	19	10
181	17	9
182	15	8
183	17	9
184	19	10
185	19	11
186	19	11
187	20	12
188	20	12
189	19	12
190	16	11
191	15	11
192	16	10
193	17	10
194	17	10
195	16	10
196	18	10
197	17	11
198	20	12
199	17	11
200	19	11
201	15	10
202	16	10
203	15	10
204	16	10
205	17	10
206	16	9
207	16	9
208	17	10
209	17	9
210	14	8
211	16	8
212	17	8
213	17	8
214	17	8
215	18	8
216	18	9
217	16	9
218	16	8
219	14	7
220	14	7
221	15	6
222	15	6
223	15	6
224	16	7
225	17	8
226	20	9
227	18	8
228	16	8
229	16	8
230	15	7
231	15	7
232	12	6
233	13	6
234	15	7
