30	146
32	247
34	259
36	246
38	411
40	241
42	264
44	229
46	350
48	439
50	458
52	417
54	449
56	475
58	506
60	828
62	1031
64	835
66	977
68	1100
70	1284
72	1312
74	1163
76	1364
78	1690
80	1578
82	2120
84	1914
86	2427
88	2569
90	2399
92	2623
94	2840
96	2447
98	2870
100	3198
102	2761
104	2570
106	2802
108	4088
110	3961
112	3505
114	3156
116	3677
118	5628
120	4358
122	6340
124	6847
126	6346
128	5573
130	4885
132	6664
134	6506
136	6881
138	6997
140	8383
142	8257
144	7429
146	9488
148	8941
150	9536
