20	1.73E-04	6.80E-04			
21	1.88E-04	5.93E-04			
22	2.22E-04	0.00072924			
23	2.22E-04	0.000659231			
24	2.40E-04	0.000713015			
25	2.59E-04	0.00078633			
26	2.79E-04	0.000795644			
27	3.04E-04	0.000858743			
28	3.19E-04	0.000797747			
29	3.47E-04	0.000901109			
30	3.70E-04	0.000948283			
31	3.88E-04	0.00101018			
32	4.08E-04	0.001094612			
33	4.35E-04	0.001083194			
34	4.75E-04	0.001231926			
35	0.00049217	0.001290218			
36	5.17E-04	0.001210293			
37	0.000539644	0.001262875			
38	0.000570592	0.001334988			
39	0.00061386	0.001473204			
40	0.000627682	0.001454274	6.33E-04	0.001830462	40
41	0.000654724	0.001461185	6.78E-04	0.001678425	41
42	0.000688376	0.001487626	6.96E-04	0.001709673	42
43	0.000719325	0.001683833	0.000736752	0.00184789	43
44	0.000751475	0.001678425	7.73E-04	0.00186111	44
45	0.000783024	0.001564546	8.00E-04	0.002066932	45
46	0.00081848	0.001663702	0.000832001	0.001912791	46
47	0.000849729	0.001892359	0.000871663	0.001991815	47
48	0.000886086	0.001795307	0.000902912	0.002137542	48
49	0.000922442	0.001794406	9.37E-04	0.002070538	49
50	0.000958198	0.002064829	0.00097232	0.002286576	50
51	9.98E-04	0.002031777	0.001017391	0.002356585	51
52	0.001041428	0.002266745	0.001049541	0.002322031	52
53	0.00107448	0.001967477	0.00109371	0.002720754	53
54	0.001189861	0.002200942	0.001150499	0.002338256	54
55	0.001185053	0.002350876	0.001173335	0.002587346	55
56	0.001202781	0.002355684	0.001209091	0.002550088	56
57	0.001241842	0.002570219	0.001255063	0.002522444	57
58	0.001295326	0.002461749	0.00129833	0.002797374	58
59	0.001328377	0.002461749	0.001350011	0.00294791	59
60	0.001384265	0.002599064	0.001398086	0.003058783	60
61	0.001429636	0.00273067	0.00143865	0.002907346	61
62	0.001462387	0.002751402	0.001479814	0.003094238	62
63	0.001504453	0.002779647	0.001558537	0.003099046	63
64	0.001552528	0.00292898	0.00165649	0.004067761	64
65	0.001639664	0.002876698	1.88E-03	0.003279328	65
66	0.001642368	0.002920266	0.001721993	0.003226145	66
67	0.001809129	0.002872191	0.001734312	0.003423854	67
68	0.001755345	0.003285337	0.001809129	0.003514295	68
69	0.001793204	0.003140811	0.001861711	0.00347223	69
70	0.002041392	0.003307873	0.001868321	0.003483948	70
71	0.001895364	0.003464117	0.002023063	0.003831291	71
72	0.001970782	0.003749263	0.001990012	0.003777507	72
73	0.001996923	0.003463215	0.002083157	0.003850521	73
74	0.002120716	0.003729131	0.002095176	0.003976418	74
75	0.002104791	0.003996249	0.00215527	0.004169019	75
76	0.002178707	0.00370299	0.002195533	0.004149188	76
77	0.002254425	0.003921432	0.002476472	0.00527625	77
78	0.002275158	0.003903103	0.002311214	0.004385357	78
79	0.002560003	0.003966502	0.00237281	0.004550616	79
80	0.002492097	0.00425255	0.00243621	0.004715574	80
81	0.002548285	0.004535292	0.002556998	0.004556325	81
82	0.002720454	0.004147385	0.002553994	0.004649771	82
83	0.002567214	0.004687931	0.00260267	0.005166279	83
84	0.002651045	0.004485113	0.002707233	0.005119105	84
85	0.002893825	0.004392569	0.002729168	0.005089959	85
86	0.00277574	0.004365526	0.00289713	0.005120607	86
87	0.002858069	0.00468733	0.002849356	0.005379312	87
88	0.002890219	0.005047593	0.002931684	0.005210147	88
89	0.002989374	0.004989903	0.003002896	0.005345359	89
90	0.003081318	0.005046692	0.003169055	0.00593458	90
91	0.003136004	0.004893752	0.003175065	0.00561458	91
92	0.00313991	0.005654842	0.003196699	0.005878993	92
93	0.003217131	0.005161471	0.003245675	0.006156327	93
94	0.003273619	0.005539462	0.003362258	0.00595411	94
95	0.003352042	0.005592044	0.00342746	0.006002787	95
96	0.003422652	0.005505509	0.003538934	0.006457698	96
97	0.003483948	0.005732364	0.003547948	0.00622273	97
98	0.003585807	0.005540063	0.003608643	0.006302956	98
99	0.003643798	0.006051162	0.003666634	0.006534618	99
100	0.003701188	0.006335407	0.003812962	0.006700177	100
