0	0.093257427	1
2	0.093159473	1
4	0.112944511	1
6	0.116411032	2
8	0.126954819	1
10	0.12498554	3
12	0.127724323	4
14	0.119946961	5
16	0.12740913	5
18	0.128096004	5
20	0.124449802	7
22	0.126704528	9
24	0.128748023	9
26	0.134381532	8
28	0.130144607	8
30	0.134316631	10
32	0.133206395	11
34	0.133790208	9
36	0.134684106	15
38	0.137401555	13
40	0.132708817	14
42	0.143977337	16
44	0.143044078	14
46	0.144312361	14
48	0.146845022	17
50	0.144593901	18
52	0.141473522	21
54	0.140445014	22
56	0.146342035	17
58	0.150160105	22
60	0.14948495	23
62	0.150663392	22
64	0.159681694	24
66	0.162546073	23
68	0.145751011	22
70	0.153138062	24
72	0.155657802	24
74	0.148088666	29
76	0.152380277	26
78	0.154060805	26
80	0.153472184	30
82	0.159558802	28
84	0.154561688	32
86	0.153766945	33
88	0.157013522	36
90	0.153203564	31
92	0.151507713	35
94	0.151598755	34
96	0.157495175	32
98	0.155041238	34
100	0.157185691	36
102	0.168846025	38
104	0.167312727	36
106	0.160469226	38
108	0.167798887	37
110	0.163875953	38
112	0.170701726	41
114	0.164910471	38
116	0.171726328	43
118	0.171956488	41
120	0.165702509	43
122	0.180906584	44
124	0.167277572	44
126	0.170157275	43
128	0.171528319	41
130	0.174669731	44
132	0.171276826	47
134	0.175831648	46
136	0.169905181	46
138	0.175145675	51
140	0.175865	51
142	0.183621028	56
144	0.179016027	50
146	0.185002288	50
148	0.177713791	51
150	0.180063165	53
152	0.187994066	53
154	0.180003672	58
156	0.182194998	49
158	0.179089642	58
160	0.186240524	54
162	0.180071878	60
164	0.18944834	58
166	0.182837403	59
168	0.204447194	61
170	0.189759026	60
172	0.177762467	65
174	0.193569885	65
176	0.186285294	64
178	0.197511449	64
180	0.2316941	71
182	0.190766802	62
184	0.201612261	71
186	0.190408942	68
188	0.195930977	73
190	0.200384541	63
192	0.217785651	65
194	0.218660319	70
196	0.196120574	69
198	0.201632693	75
200	0.193671745	71
202	0.209046486	81
204	0.220980247	72
206	0.214319732	73
208	0.216396579	76
210	0.203534968	71
212	0.206103985	72
214	0.216506251	70
216	0.201056392	78
218	0.226657324	78
220	0.217127622	76
222	0.21477284	76
224	0.219125446	79
226	0.216680523	82
228	0.222680906	79
230	0.246823658	85
232	0.216267377	86
234	0.219719776	84
236	0.218530817	85
238	0.220033767	83
240	0.21688965	90
242	0.222298708	82
244	0.220134424	92
246	0.227650076	91
248	0.224991519	88
