6	1	0	1
9	1	6	3
12	1	0	1
15	1	8	5
18	1	0	1
21	1	12	7
24	1	0	1
27	1	16	9
30	1	0	1
33	2	18	11
36	1	0	1
39	2	22	13
42	1	0	1
45	3	24	15
48	1	0	1
51	3	28	17
54	1	0	1
57	3	32	19
60	1	0	1
63	4	34	21
66	1	0	1
69	4	38	23
72	1	0	1
75	5	40	25
78	1	0	1
81	5	44	27
84	1	0	1
87	5	48	29
90	1	0	1
93	6	50	31
96	1	0	1
99	6	54	33
